city,neighborhood,address,building_type,surface_area_m2,rooms,bedrooms,bathrooms,floor_level,has_elevator,year_built,age,has_parking,has_terrace,has_garden,has_pool,price_tnd
Sfax,Centre Ville,"Centre Ville, Sfax",Duplex,116.28273351207379,3,2,1,5,True,1977,49,False,False,True,False,408000
Nabeul,Touristique,"Touristique, Nabeul",Penthouse,172.38801821206897,4,3,1,5,True,1975,51,False,False,True,False,652000
Mahdia,Populaire,"Populaire, Mahdia",Villa,121.71359071001112,1,1,1,2,False,1996,30,True,True,True,False,236000
Nabeul,Agricole,"Agricole, Nabeul",Maison,135.13138157649072,4,3,2,5,True,1972,54,True,True,False,False,263000
Kairouan,Luxueux,"Luxueux, Kairouan",Riad,20.0,2,1,1,0,False,1964,62,False,False,False,False,185000
Gabes,Populaire,"Populaire, Gabes",Maison,117.13647945889488,4,2,1,1,False,2013,13,True,False,False,True,205000
Sidi Bou Said,Luxueux,"Luxueux, Sidi Bou Said",Penthouse,126.20209038860108,6,4,2,5,False,1982,44,True,False,True,False,1387000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Studio,25.42880540750467,2,1,1,0,False,1961,65,False,False,True,True,257000
Sfax,Touristique,"Touristique, Sfax",Penthouse,104.72504739597538,5,3,1,4,True,2009,17,False,True,False,False,525000
Gammarth,Agricole,"Agricole, Gammarth",Duplex,155.81392808104636,3,1,1,3,False,2018,8,True,True,False,False,741000
Bizerte,Périphérie,"Périphérie, Bizerte",Dar (Maison Traditionnelle),90.18100820047965,1,1,1,0,False,1991,35,True,True,True,False,225000
Sfax,Touristique,"Touristique, Sfax",Riad,148.3522662742617,6,5,3,3,False,2005,21,False,False,True,True,969000
Sousse,Luxueux,"Luxueux, Sousse",Villa,146.52850124812622,1,1,1,4,False,2007,19,False,False,True,False,816000
Sousse,Populaire,"Populaire, Sousse",Riad,111.28339593290654,7,6,3,0,False,2021,5,False,False,True,False,647000
La Marsa,Périphérie,"Périphérie, La Marsa",Studio,89.92491065891136,4,3,1,3,False,2004,22,True,False,False,False,316000
Bizerte,Touristique,"Touristique, Bizerte",Maison,173.93595254015077,4,2,1,0,False,1999,27,True,False,True,False,548000
Sidi Bou Said,Centre Ville,"Centre Ville, Sidi Bou Said",Maison,107.14737955934676,3,1,1,5,True,1966,60,True,True,True,False,788000
La Marsa,Luxueux,"Luxueux, La Marsa",Dar (Maison Traditionnelle),102.36575505022093,2,1,1,2,False,2007,19,False,False,True,False,837000
Gabes,Centre Ville,"Centre Ville, Gabes",Riad,24.132555699485053,1,1,1,0,False,1993,33,True,False,True,False,187000
La Marsa,Luxueux,"Luxueux, La Marsa",Duplex,166.79344146099214,4,3,1,2,False,2011,15,False,True,True,False,1169000
Sousse,Côtière,"Côtière, Sousse",Riad,20.0,3,2,1,5,True,2026,0,False,True,False,False,407000
Sousse,Résidentiel,"Résidentiel, Sousse",Studio,152.8858512986975,3,1,1,2,False,1983,43,False,True,False,True,375000
Nabeul,Agricole,"Agricole, Nabeul",Duplex,163.6466433787729,7,6,3,2,False,1978,48,False,False,False,False,283000
Tozeur,Centre Ville,"Centre Ville, Tozeur",Penthouse,108.7096625461979,5,3,1,2,False,1987,39,False,True,False,False,283000
Tunis,Touristique,"Touristique, Tunis",Villa,81.25185879680076,5,4,2,5,False,1972,54,False,False,False,False,637000
Bizerte,Résidentiel,"Résidentiel, Bizerte",Villa,172.36382042797314,4,2,1,5,False,1980,46,True,True,False,False,434000
Bizerte,Périphérie,"Périphérie, Bizerte",Duplex,112.20894722130916,3,1,1,5,True,1988,38,False,True,True,False,258000
Gabes,Luxueux,"Luxueux, Gabes",Studio,81.55291875530388,4,2,1,2,False,1974,52,False,False,False,False,106000
Sfax,Agricole,"Agricole, Sfax",Appartement,171.0817606913804,5,3,1,1,False,2023,3,False,False,True,False,261000
Hammamet,Agricole,"Agricole, Hammamet",Riad,64.15670140335274,6,5,3,3,True,1963,63,True,True,False,False,412000
La Marsa,Côtière,"Côtière, La Marsa",Studio,53.2507546112267,4,3,1,0,False,2021,5,False,True,True,False,400000
Sfax,Agricole,"Agricole, Sfax",Riad,200.32869290373446,6,4,3,4,False,2016,10,False,False,True,False,459000
Sousse,Touristique,"Touristique, Sousse",Appartement,132.09010357778743,3,1,1,2,False,1986,40,True,True,True,False,617000
Gammarth,Agricole,"Agricole, Gammarth",Dar (Maison Traditionnelle),121.74312076645828,2,1,1,5,True,1996,30,True,False,False,True,617000
Nabeul,Populaire,"Populaire, Nabeul",Villa,142.693007847768,6,5,3,0,False,2015,11,False,False,True,False,394000
La Marsa,Périphérie,"Périphérie, La Marsa",Duplex,143.60441753153162,4,2,1,2,False,1962,64,True,True,False,False,581000
Sidi Bou Said,Résidentiel,"Résidentiel, Sidi Bou Said",Villa,103.20822502066822,4,2,1,0,False,2006,20,False,True,False,False,916000
Monastir,Périphérie,"Périphérie, Monastir",Duplex,96.53267667866444,1,1,1,5,True,1961,65,True,True,True,False,342000
Tozeur,Résidentiel,"Résidentiel, Tozeur",Appartement,219.07621335413347,2,1,1,1,False,1962,64,True,False,True,False,294000
Bizerte,Agricole,"Agricole, Bizerte",Dar (Maison Traditionnelle),47.546724603950494,2,1,1,0,False,2014,12,False,False,True,False,106000
Tunis,Touristique,"Touristique, Tunis",Studio,172.35341581816752,1,1,1,1,False,1981,45,False,True,False,False,372000
Hammamet,Centre Ville,"Centre Ville, Hammamet",Appartement,218.377037309793,3,2,1,1,False,2009,17,False,True,False,True,833000
Tunis,Résidentiel,"Résidentiel, Tunis",Riad,148.37567306448068,4,3,1,1,False,1999,27,False,True,False,False,759000
Sousse,Résidentiel,"Résidentiel, Sousse",Maison,110.79565664920403,2,1,1,2,False,2008,18,False,False,False,False,402000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Penthouse,153.58712410959365,1,1,1,2,False,1966,60,True,True,False,False,794000
Monastir,Résidentiel,"Résidentiel, Monastir",Appartement,183.00547661977436,3,1,1,5,False,1986,40,True,False,True,True,597000
Mahdia,Touristique,"Touristique, Mahdia",Studio,75.16667528333092,1,1,1,1,False,1990,36,True,True,False,True,178000
La Marsa,Populaire,"Populaire, La Marsa",Riad,114.03395476668007,2,1,1,1,False,2008,18,False,True,True,False,633000
Kairouan,Résidentiel,"Résidentiel, Kairouan",Riad,151.58518538672857,3,2,1,4,False,1965,61,False,False,False,False,276000
Sfax,Périphérie,"Périphérie, Sfax",Villa,190.6774702336961,2,1,1,0,False,2002,24,False,False,True,False,496000
Nabeul,Résidentiel,"Résidentiel, Nabeul",Villa,145.53892633249058,1,1,1,5,True,2013,13,True,True,False,False,574000
Gabes,Centre Ville,"Centre Ville, Gabes",Villa,80.014336687101,3,1,1,3,False,1973,53,False,False,False,False,208000
Mahdia,Populaire,"Populaire, Mahdia",Studio,133.61335494012866,3,1,1,4,True,2019,7,True,False,False,False,151000
La Marsa,Populaire,"Populaire, La Marsa",Studio,49.890200712197824,4,3,2,3,False,1980,46,True,True,True,False,191000
Tunis,Populaire,"Populaire, Tunis",Duplex,115.23294544016586,6,3,1,4,True,1981,45,False,True,False,True,572000
Kairouan,Touristique,"Touristique, Kairouan",Penthouse,137.42853721475365,2,1,1,2,False,2007,19,True,True,False,False,344000
Sfax,Centre Ville,"Centre Ville, Sfax",Appartement,233.52472801306104,3,2,1,5,False,2004,22,True,False,False,False,527000
Djerba,Centre Ville,"Centre Ville, Djerba",Maison,180.77163850639408,1,1,1,4,False,1999,27,True,False,True,False,763000
La Marsa,Périphérie,"Périphérie, La Marsa",Duplex,121.77491037029708,4,2,1,4,False,2002,24,False,True,False,False,530000
Mahdia,Agricole,"Agricole, Mahdia",Penthouse,80.37648208210513,2,1,1,3,False,2021,5,True,False,True,False,190000
Sousse,Luxueux,"Luxueux, Sousse",Villa,169.26998557250246,1,1,1,1,False,2012,14,False,True,False,False,867000
Monastir,Luxueux,"Luxueux, Monastir",Villa,115.08318289037506,3,2,1,2,False,1968,58,False,True,False,False,611000
Djerba,Agricole,"Agricole, Djerba",Duplex,167.2104323292998,2,1,1,2,False,1999,27,False,True,True,False,532000
Gabes,Centre Ville,"Centre Ville, Gabes",Maison,187.45675525567148,5,4,2,1,False,1964,62,False,True,True,False,294000
Bizerte,Centre Ville,"Centre Ville, Bizerte",Villa,179.19095292553882,3,2,1,5,False,1980,46,True,True,True,False,487000
Monastir,Centre Ville,"Centre Ville, Monastir",Maison,62.29183076102293,4,3,2,2,False,1960,66,True,False,True,True,422000
Kairouan,Côtière,"Côtière, Kairouan",Villa,99.45423621048016,2,1,1,0,False,1977,49,False,True,True,False,307000
Nabeul,Périphérie,"Périphérie, Nabeul",Maison,96.1388058983319,3,2,1,2,False,2019,7,False,False,True,False,232000
Tunis,Agricole,"Agricole, Tunis",Villa,33.26798322342377,1,1,1,5,True,1999,27,True,False,True,False,249000
Tunis,Touristique,"Touristique, Tunis",Studio,194.18719551018535,2,1,1,3,True,1972,54,True,True,False,False,480000
Monastir,Résidentiel,"Résidentiel, Monastir",Duplex,179.46132306278926,4,2,1,1,False,1998,28,False,True,False,False,551000
Sfax,Résidentiel,"Résidentiel, Sfax",Penthouse,176.9251819796848,1,1,1,0,False,1985,41,False,False,True,False,549000
Tozeur,Touristique,"Touristique, Tozeur",Villa,112.94064372205999,4,2,1,4,True,1972,54,True,True,True,False,358000
Sidi Bou Said,Résidentiel,"Résidentiel, Sidi Bou Said",Studio,67.37264040649448,4,3,1,4,False,1978,48,True,False,False,False,274000
Tozeur,Luxueux,"Luxueux, Tozeur",Villa,63.65591769339174,5,3,1,5,False,1962,64,False,False,True,False,285000
Hammamet,Agricole,"Agricole, Hammamet",Studio,102.97439776444115,3,1,1,5,True,2003,23,False,False,False,True,244000
Sousse,Touristique,"Touristique, Sousse",Penthouse,105.52629718235004,1,1,1,3,True,1967,59,False,True,True,False,509000
Gabes,Touristique,"Touristique, Gabes",Villa,83.4071345792057,7,6,3,0,False,1980,46,False,False,False,False,295000
Gammarth,Côtière,"Côtière, Gammarth",Duplex,76.97463744498921,2,1,1,5,True,1985,41,False,False,False,False,748000
Bizerte,Centre Ville,"Centre Ville, Bizerte",Duplex,28.57970595790185,1,1,1,3,True,1973,53,False,True,True,False,189000
Djerba,Touristique,"Touristique, Djerba",Penthouse,20.0,1,1,1,4,True,2026,0,False,False,True,True,582000
Djerba,Agricole,"Agricole, Djerba",Duplex,82.89315787326191,3,1,1,0,False,1960,66,True,False,False,False,280000
Monastir,Agricole,"Agricole, Monastir",Appartement,121.51370772476525,1,1,1,5,True,1973,53,True,True,True,True,291000
La Marsa,Résidentiel,"Résidentiel, La Marsa",Dar (Maison Traditionnelle),176.0838159657185,2,1,1,4,False,2017,9,False,True,True,False,1026000
Djerba,Résidentiel,"Résidentiel, Djerba",Duplex,101.43352324838366,3,1,1,2,False,1984,42,True,True,True,False,610000
Sfax,Côtière,"Côtière, Sfax",Villa,135.5376715863859,5,4,2,1,False,2016,10,True,False,True,False,697000
La Marsa,Centre Ville,"Centre Ville, La Marsa",Studio,108.3051099773203,3,2,1,5,False,2023,3,False,False,False,False,355000
Sfax,Centre Ville,"Centre Ville, Sfax",Riad,179.33456913015235,3,2,1,3,True,1997,29,True,True,True,False,1038000
Djerba,Agricole,"Agricole, Djerba",Villa,179.2617349942582,1,1,1,5,False,2023,3,False,False,False,False,571000
Nabeul,Agricole,"Agricole, Nabeul",Appartement,189.11929201852675,1,1,1,0,False,2021,5,True,False,True,False,295000
Monastir,Côtière,"Côtière, Monastir",Penthouse,129.79936210283182,2,1,1,1,False,1974,52,False,True,True,False,608000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Riad,95.59762996746062,3,1,1,1,False,1978,48,False,False,True,False,972000
Monastir,Touristique,"Touristique, Monastir",Appartement,128.26200250324626,3,2,1,3,False,1996,30,True,True,True,False,498000
Monastir,Centre Ville,"Centre Ville, Monastir",Studio,92.89015890754612,5,4,2,4,False,2025,1,True,True,True,False,326000
Monastir,Centre Ville,"Centre Ville, Monastir",Dar (Maison Traditionnelle),212.39155144338127,3,1,1,5,True,2024,2,True,True,False,False,644000
Tunis,Touristique,"Touristique, Tunis",Studio,103.6038446302211,1,1,1,0,False,2002,24,True,False,True,True,349000
Bizerte,Luxueux,"Luxueux, Bizerte",Maison,160.50136192530582,2,1,1,2,False,1984,42,True,False,False,False,332000
Hammamet,Agricole,"Agricole, Hammamet",Dar (Maison Traditionnelle),120.67868296921024,5,4,2,4,False,1978,48,True,True,True,False,511000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Maison,113.9240160899881,5,4,2,3,True,1961,65,False,True,True,False,336000
La Marsa,Luxueux,"Luxueux, La Marsa",Penthouse,142.20725855436288,4,3,2,0,False,2019,7,True,True,True,False,1212000
Gabes,Agricole,"Agricole, Gabes",Appartement,205.69629002134968,3,1,1,0,False,1992,34,True,False,False,False,171000
Tozeur,Luxueux,"Luxueux, Tozeur",Dar (Maison Traditionnelle),186.46191247016145,3,1,1,1,False,2017,9,False,True,True,True,501000
Sfax,Côtière,"Côtière, Sfax",Penthouse,151.30068021978357,5,3,1,3,True,1984,42,True,False,True,False,824000
Sousse,Touristique,"Touristique, Sousse",Penthouse,78.8832264323638,1,1,1,2,False,2007,19,False,True,True,False,541000
Sfax,Côtière,"Côtière, Sfax",Villa,156.05597604379264,3,1,1,4,True,2007,19,True,False,False,False,727000
Sfax,Luxueux,"Luxueux, Sfax",Dar (Maison Traditionnelle),158.34041926967598,1,1,1,5,False,1968,58,True,False,False,False,482000
Hammamet,Périphérie,"Périphérie, Hammamet",Appartement,129.5562116918196,1,1,1,5,False,2016,10,False,True,False,False,427000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Studio,212.83658020940734,3,1,1,0,False,1989,37,True,True,True,False,282000
Bizerte,Côtière,"Côtière, Bizerte",Maison,97.02722923074084,2,1,1,1,False,1974,52,True,False,True,False,311000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Riad,26.559134356423186,3,1,1,3,False,1975,51,False,False,True,False,462000
Gammarth,Touristique,"Touristique, Gammarth",Penthouse,187.71437616725,5,3,2,0,False,1992,34,False,True,False,False,1303000
Mahdia,Centre Ville,"Centre Ville, Mahdia",Villa,145.43348833229336,4,3,1,3,False,1991,35,True,False,True,False,579000
Gabes,Agricole,"Agricole, Gabes",Appartement,66.74794980036933,3,1,1,2,False,1985,41,True,True,False,False,76000
Tozeur,Populaire,"Populaire, Tozeur",Appartement,87.8611808550026,2,1,1,0,False,1996,30,False,False,False,False,111000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Studio,143.92651570749518,1,1,1,5,False,2025,1,False,False,True,False,560000
Bizerte,Périphérie,"Périphérie, Bizerte",Villa,81.20557773526043,1,1,1,2,False,2002,24,True,False,False,True,232000
Djerba,Périphérie,"Périphérie, Djerba",Villa,53.99614061313491,3,2,1,2,False,1990,36,True,True,False,False,454000
Monastir,Luxueux,"Luxueux, Monastir",Riad,37.238764390528345,4,2,1,5,False,1991,35,False,False,False,False,457000
Hammamet,Luxueux,"Luxueux, Hammamet",Penthouse,60.75383965511694,5,4,2,1,False,1976,50,False,True,True,False,793000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Maison,118.32745628750874,3,2,1,3,False,2020,6,True,True,False,False,1020000
Gammarth,Côtière,"Côtière, Gammarth",Maison,140.52016324625814,3,1,1,2,False,2016,10,False,False,True,True,1300000
Tunis,Populaire,"Populaire, Tunis",Penthouse,200.33701683190802,2,1,1,5,True,2015,11,True,False,True,False,905000
Monastir,Périphérie,"Périphérie, Monastir",Maison,144.00168472826778,3,2,1,3,True,1967,59,True,False,False,False,378000
La Marsa,Agricole,"Agricole, La Marsa",Penthouse,158.37950384749797,3,2,1,4,False,1989,37,False,False,False,False,458000
Sfax,Luxueux,"Luxueux, Sfax",Riad,100.78373865706138,2,1,1,5,True,2018,8,False,False,False,False,563000
Bizerte,Résidentiel,"Résidentiel, Bizerte",Maison,188.00840654140063,3,2,1,1,False,2013,13,False,False,False,False,453000
Gammarth,Agricole,"Agricole, Gammarth",Maison,123.7930808457561,4,2,1,2,False,2009,17,True,True,True,False,644000
Gabes,Populaire,"Populaire, Gabes",Dar (Maison Traditionnelle),72.92984154989875,5,4,2,4,True,1978,48,False,True,False,True,164000
Kairouan,Touristique,"Touristique, Kairouan",Dar (Maison Traditionnelle),145.45141770339876,5,3,1,2,False,1986,40,False,True,True,True,493000
Bizerte,Périphérie,"Périphérie, Bizerte",Studio,108.3780723235443,4,3,1,3,False,1977,49,True,False,True,False,147000
Nabeul,Centre Ville,"Centre Ville, Nabeul",Villa,80.99280593061141,4,2,1,5,False,1986,40,True,True,False,False,381000
Gammarth,Agricole,"Agricole, Gammarth",Duplex,143.22629611721663,2,1,1,1,False,1982,44,False,False,False,False,380000
Kairouan,Luxueux,"Luxueux, Kairouan",Riad,20.0,3,1,1,0,False,2011,15,False,True,False,False,269000
La Marsa,Résidentiel,"Résidentiel, La Marsa",Villa,192.0764990861442,7,5,2,5,True,1977,49,False,False,True,False,1327000
Kairouan,Résidentiel,"Résidentiel, Kairouan",Maison,173.98585035971303,5,4,2,5,True,2015,11,False,False,True,True,468000
Tunis,Résidentiel,"Résidentiel, Tunis",Riad,217.4997790208659,3,1,1,0,False,1963,63,False,True,True,False,941000
Tunis,Populaire,"Populaire, Tunis",Studio,136.3497256635049,2,1,1,4,True,2013,13,False,False,True,False,313000
Monastir,Périphérie,"Périphérie, Monastir",Maison,52.61065123937455,4,3,2,1,False,1980,46,True,False,False,False,234000
Tozeur,Résidentiel,"Résidentiel, Tozeur",Maison,115.4036655878439,1,1,1,4,True,1987,39,True,True,True,False,246000
Sousse,Côtière,"Côtière, Sousse",Penthouse,52.6781938819704,1,1,1,2,False,1971,55,False,False,True,False,327000
Tozeur,Centre Ville,"Centre Ville, Tozeur",Riad,157.76214994952863,3,1,1,1,False,1960,66,True,False,True,False,275000
Sfax,Touristique,"Touristique, Sfax",Dar (Maison Traditionnelle),113.15052111530288,1,1,1,4,False,2010,16,True,True,False,False,417000
Gammarth,Luxueux,"Luxueux, Gammarth",Appartement,214.91701880230727,4,1,1,2,False,2025,1,True,True,False,False,1442000
Sfax,Périphérie,"Périphérie, Sfax",Maison,20.0,4,2,1,3,False,2006,20,False,False,True,False,181000
Monastir,Populaire,"Populaire, Monastir",Appartement,118.09502086630192,3,3,1,4,True,2007,19,True,True,True,True,411000
Hammamet,Luxueux,"Luxueux, Hammamet",Studio,137.46127812722332,2,1,1,1,False,2010,16,True,True,True,False,474000
Nabeul,Périphérie,"Périphérie, Nabeul",Dar (Maison Traditionnelle),145.55051393851585,3,2,1,0,False,2011,15,False,True,True,False,310000
La Marsa,Populaire,"Populaire, La Marsa",Studio,102.75924346663524,4,3,1,4,False,1992,34,False,False,True,False,291000
Bizerte,Agricole,"Agricole, Bizerte",Dar (Maison Traditionnelle),133.5298858057827,2,1,1,4,True,2009,17,False,True,True,False,193000
Bizerte,Touristique,"Touristique, Bizerte",Penthouse,56.53526269137166,5,3,1,4,False,2019,7,False,True,False,False,398000
Tozeur,Agricole,"Agricole, Tozeur",Studio,108.0397991302373,2,1,1,3,True,1966,60,False,True,True,False,84000
Mahdia,Touristique,"Touristique, Mahdia",Riad,31.01285129193785,5,3,1,2,False,1996,30,False,False,True,False,346000
Gammarth,Touristique,"Touristique, Gammarth",Penthouse,67.47811856220163,4,2,1,0,False,2019,7,True,False,True,False,1003000
Sousse,Centre Ville,"Centre Ville, Sousse",Penthouse,111.2706137886121,5,4,2,0,False,1975,51,False,True,True,False,562000
Monastir,Agricole,"Agricole, Monastir",Studio,139.54380165735265,3,2,1,2,False,2001,25,False,False,True,False,174000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Riad,160.9382985424408,5,4,2,0,False,2017,9,True,True,True,False,541000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Dar (Maison Traditionnelle),159.89155972646438,5,3,1,5,False,1990,36,False,False,True,False,987000
Tunis,Touristique,"Touristique, Tunis",Riad,168.66852679145853,5,3,1,5,False,1981,45,False,True,True,False,1259000
Monastir,Luxueux,"Luxueux, Monastir",Riad,109.87385012654588,3,2,1,4,True,2003,23,False,True,True,False,822000
Tunis,Agricole,"Agricole, Tunis",Studio,109.30222854062252,1,1,1,4,True,1982,44,False,True,True,False,168000
